"","Row original","Division of Records","Date Reported","Date Occurred","Time Occurred","Area ID","Area Name","Reporting Distric","Crime Code","Crime Code Description","Modus Operandi Codes","Victim Age","Victim Sex","Victim Descent","Premise Code","Premise Description","Address","Cross Street","Location","Zip Codes","Census Tracts","Precint Boundaries","LA Specific Plans","Council Districts","Neighborhood Councils"
"8594",252920,140218151,"2014-09-24","2014-09-24",1600,2,"Rampart",218,997,"TRAFFIC COLLISION","3101 3401 3701 3008 3025 3036",48,"M","H",101,"STREET","LAKE                         AV","LOGAN                        ST","{'longitude': '-118.2578', 'latitude': '34.0726'}",23444,482,579,NA,11,31
"8595",94673,170414237,"2017-08-20","2017-08-20",200,4,"Hollenbeck",499,997,"TRAFFIC COLLISION","3101 3401 3701 3011 3030",62,"F","H",101,"STREET","INDIANA                      ST","BESWICK                      ST","{'longitude': '-118.1922', 'latitude': '34.0189'}",23441,1549,87,NA,NA,NA
"8596",163007,162012443,"2016-06-22","2016-06-10",100,20,"Olympic",2019,997,"TRAFFIC COLLISION","3006 3028 3030 3035 3036 3101 3401 3701 4027",29,"F","O",101,"STREET","COUNCIL","WESTMORELAND","{'longitude': '-118.2879', 'latitude': '34.0745'}",22721,580,885,16,8,80
"8597",129680,171404441,"2017-01-10","2017-01-09",1430,14,"Pacific",1413,997,"TRAFFIC COLLISION","3006 3028 3034 3037 3101 3401 3701 4014",NA,"M","B",101,"STREET","ELECTRIC","BROADWAY                     AV","{'longitude': '-118.4708', 'latitude': '33.9924'}",25073,907,1266,10,10,30
"8598",49975,181911886,"2018-05-31","2018-05-30",1940,19,"Mission",1962,997,"TRAFFIC COLLISION","3004 3036 3025 3101 3401 3701 4026",23,"M","H",101,"STREET","SEPULVEDA                    BL","LASSEN                       ST","{'longitude': '-118.4675', 'latitude': '34.25'}",18914,116,639,NA,1,73
"8599",293744,131520824,"2013-11-05","2013-11-04",1100,15,"N Hollywood",1555,997,"TRAFFIC COLLISION","1501 3004 3036 3026 3101 3401 3701 4015",27,"M","W",101,"STREET","LANKERSHIM                   BL","MAGNOLIA                     BL","{'longitude': '-118.3746', 'latitude': '34.1649'}",8488,209,1333,NA,5,13
"8600",309261,131012073,"2013-07-05","2013-07-04",1920,10,"West Valley",1018,997,"TRAFFIC COLLISION","3004 3029 3037 3026 3101 3401 3701 4026",33,"M","H",101,"STREET","SHERMAN                      WY","LINDLEY                      AV","{'longitude': '-118.5273', 'latitude': '34.2012'}",18909,258,284,NA,4,12
"8601",326300,130505953,"2013-02-16","2013-02-16",735,5,"Harbor",514,997,"TRAFFIC COLLISION","3011 3028 3030 3101",NA,"M","H",101,"STREET","WILMINGTON                   BL","DOLORES                      ST","{'longitude': '-118.2751', 'latitude': '33.7934'}",3350,954,1199,NA,15,15
"8602",96040,171916409,"2017-08-11","2017-08-11",940,19,"Mission",1942,997,"TRAFFIC COLLISION","0605 3003 3037 3029 3026 3101 3401 3701 4019",58,"M","B",101,"STREET","NEW HAMPSHIRE                AV","W  NEW HAMPSHIRE","{'longitude': '-118.2924', 'latitude': '33.8861'}",24684,2007,NA,NA,NA,NA
"8603",45751,182013349,"2018-06-26","2018-06-26",1830,20,"Olympic",2036,997,"TRAFFIC COLLISION","3004 3026 3035 3037 3101 3401 3701 4020",28,"M","H",101,"STREET","WILSHIRE                     BL","BERENDO                      ST","{'longitude': '-118.2941', 'latitude': '34.0618'}",22726,597,1316,NA,12,89
"8604",317068,132009654,"2013-05-01","2013-05-01",1730,20,"Olympic",2074,997,"TRAFFIC COLLISION","3004 3030 3035 3037 3101 3401 3701 4027",43,"F","H",101,"STREET","ARDMORE                      AV","PICO                         BL","{'longitude': '-118.3025', 'latitude': '34.0472'}",22723,672,1357,NA,12,19
"8605",276925,141606827,"2014-03-21","2014-03-21",1310,16,"Foothill",1654,997,"TRAFFIC COLLISION","3004 3037 3101 3401 3701 4026",56,"F","W",101,"STREET","OSBORNE","DRONFIELD","{'longitude': '-118.3973', 'latitude': '34.271'}",18912,2334,248,NA,1,11
"8606",57488,181708893,"2018-04-11","2018-04-11",1450,17,"Devonshire",1794,997,"TRAFFIC COLLISION","3004 3036 3025 3101 3401 3701 4026",39,"F","W",101,"STREET","PARTHENIA                    ST","LINDLEY                      AV","{'longitude': '-118.5273', 'latitude': '34.2287'}",18514,106,1424,NA,2,65
"8607",379017,110326675,"2011-12-15","2011-12-15",1750,3,"Southwest",392,997,"TRAFFIC COLLISION","",62,"F","W",101,"STREET","VERNON                       AV","LEIMERT                      BL","{'longitude': '-118.3307', 'latitude': '34.0037'}",22725,749,1021,7,12,54
"8608",187561,151019307,"2015-12-30","2015-12-29",1750,10,"West Valley",1063,997,"TRAFFIC COLLISION","3004 3037 3026 3101 3401 3701 4010",NA,"M","O",101,"STREET","RESEDA                       BL","BURBANK                      BL","{'longitude': '-118.536', 'latitude': '34.1724'}",19339,320,587,6,4,10
"8609",33124,180917538,"2018-09-14","2018-09-14",1515,9,"Van Nuys",901,997,"TRAFFIC COLLISION","3004 3036 3026 3101 3401 3701 4026",52,"F","H",101,"STREET","SEPULVEDA                    BL","SATICOY                      ST","{'longitude': '-118.4662', 'latitude': '34.2085'}",19733,220,1323,NA,3,18
"8610",368741,120800790,"2012-03-09","2012-03-09",1330,8,"West LA",852,997,"TRAFFIC COLLISION","3006 3101 0605 3030 3035 3037",24,"F","W",101,"STREET","GRANVILLE                    AV","IDAHO","{'longitude': '-118.4559', 'latitude': '34.0403'}",23443,865,1381,9,10,50
"8611",388867,110322310,"2011-10-12","2011-09-29",2000,3,"Southwest",353,997,"TRAFFIC COLLISION","",26,"F","B",101,"STREET","RODEO","WELLINGTON","{'longitude': '-118.3383', 'latitude': '34.0215'}",23077,663,1007,7,12,17
"8612",219378,150410348,"2015-05-27","2015-05-27",1440,4,"Hollenbeck",449,997,"TRAFFIC COLLISION","3101 3401 3701 3006 3030",35,"F","H",101,"STREET","GANAHL                       ST","LARA                         ST","{'longitude': '-118.1983', 'latitude': '34.0526'}",23450,509,1216,NA,9,38
"8613",208563,150118709,"2015-08-12","2015-08-12",745,1,"Central",192,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3026 3029",75,"F","W",101,"STREET","GRAND                        AV","WASHINGTON                   BL","{'longitude': '-118.2683', 'latitude': '34.0327'}",23076,694,660,7,13,6
"8614",346967,120414007,"2012-08-30","2012-08-30",1200,4,"Hollenbeck",422,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3030",42,"M","O",101,"STREET","HANCOCK                      ST","DARWIN                       AV","{'longitude': '-118.2089', 'latitude': '34.0676'}",23448,494,619,NA,11,1
"8615",140309,162019021,"2016-11-01","2016-10-31",2030,20,"Olympic",2005,997,"TRAFFIC COLLISION","3004 3030 3035 3037 3101 3401 3701 4027",27,"M","W",101,"STREET","NORMANDIE                    PL","BEVERLY                      BL","{'longitude': '-118.3012', 'latitude': '34.0763'}",22721,452,932,NA,8,89
"8616",396520,110915636,"2011-07-31","2011-07-31",1805,9,"Van Nuys",984,997,"TRAFFIC COLLISION","",NA,"","",101,"STREET","DICKENS                      ST","KESTER                       AV","{'longitude': '-118.4569', 'latitude': '34.151'}",19732,335,565,NA,7,83
"8617",46141,181712409,"2018-06-24","2018-06-24",1755,17,"Devonshire",1775,997,"TRAFFIC COLLISION","3004 3037 3026 3029 3101 3401 3701 4026",55,"M","H",101,"STREET","AMESTOY                      AV","NORDHOFF                     ST","{'longitude': '-118.5069', 'latitude': '34.2358'}",18514,104,1422,NA,2,87
"8618",450108,101711757,"2010-05-21","2010-05-21",1155,17,"Devonshire",1795,997,"TRAFFIC COLLISION","",23,"M","H",101,"STREET","BALBOA                       BL","NAPA                         ST","{'longitude': '-118.5026', 'latitude': '34.2267'}",18914,119,1540,NA,2,65
"8619",63815,190607381,"2019-03-01","2018-03-01",1400,6,"Hollywood",643,997,"TRAFFIC COLLISION","3006 3028 3030 3035 3037 3101 3401 3701 4027",58,"M","O",101,"STREET","FULLER                       AV","HAWTHORNE                    AV","{'longitude': '-118.3494', 'latitude': '34.1007'}",23677,413,799,NA,7,82
"8620",79805,170718762,"2017-11-18","2017-11-18",2200,7,"Wilshire",774,997,"TRAFFIC COLLISION","3006 3028 3030 3035 3037 3101 3401 3701 4007",NA,"M","W",101,"STREET","PICKFORD                     ST","ALSACE                       AV","{'longitude': '-118.3508', 'latitude': '34.0435'}",23080,652,1110,NA,12,69
"8621",195551,150716859,"2015-11-07","2015-11-06",1840,7,"Wilshire",723,997,"TRAFFIC COLLISION","3004 3026 3035 3036 3101 3401 3701 4027",24,"F","W",101,"STREET","CRESCENT HEIGHTS             BL","4TH                          ST","{'longitude': '-118.3652', 'latitude': '34.0704'}",23679,629,1097,NA,6,26
"8622",34214,180218767,"2018-09-07","2018-09-07",540,2,"Rampart",216,997,"TRAFFIC COLLISION","3101 3401 3701 3006 3030",34,"M","O",101,"STREET","SUNSET                       BL","CORONADO                     ST","{'longitude': '-118.2691', 'latitude': '34.0793'}",23444,470,594,NA,8,90
"8623",385092,111922171,"2011-10-29","2011-10-29",1805,19,"Mission",1963,997,"TRAFFIC COLLISION","",45,"M","W",101,"STREET","WOODMAN","PLUMMER","{'longitude': '-118.4453', 'latitude': '34.2427'}",18907,130,1127,NA,3,41
"8624",178648,161507366,"2016-03-01","2016-02-29",1905,15,"N Hollywood",1545,997,"TRAFFIC COLLISION","3004 3036 3101 3401 3701 4015 3026",45,"M","H",101,"STREET","LAUREL CANYON                BL","MAGNOLIA                     BL","{'longitude': '-118.3965', 'latitude': '34.1649'}",8890,205,1332,17,5,39
"8625",55920,180311187,"2018-04-20","2018-04-20",845,3,"Southwest",333,997,"TRAFFIC COLLISION","4025 3037 3004 3028 3030 3101",45,"M","B",101,"STREET","CRENSHAW                     BL","JEFFERSON                    ST","{'longitude': '-118.3351', 'latitude': '34.0256'}",23079,668,926,7,12,17
"8626",404649,112012051,"2011-05-25","2011-05-25",1445,20,"Olympic",2076,997,"TRAFFIC COLLISION","0605",41,"F","A",101,"STREET","NORMANDIE                    AV","PICO                         BL","{'longitude': '-118.3003', 'latitude': '34.0472'}",22723,672,1357,NA,12,19
"8627",81340,170623385,"2017-11-09","2017-11-09",915,6,"Hollywood",645,997,"TRAFFIC COLLISION","3028 3034 3037 3101 3401 3701 4027 3004",NA,"","",101,"STREET","SUNSET                       BL","HIGHLAND                     AV","{'longitude': '-118.3405', 'latitude': '34.098'}",23446,414,1303,NA,8,34
"8628",37366,181220863,"2018-08-18","2018-08-18",1950,12,"77th Street",1207,997,"TRAFFIC COLLISION","0605 3036 3026 3029 3101",24,"M","H",101,"STREET","HOOVER                       ST","47TH                         ST","{'longitude': '-118.2871', 'latitude': '34.0006'}",23668,739,896,7,13,2
"8629",160848,160614858,"2016-06-23","2016-06-23",2000,6,"Hollywood",636,997,"TRAFFIC COLLISION","3004 3028 3030 3035 3036 3101 3401 3701 4006",36,"F","W",101,"STREET","WILCOX                       AV","YUCCA                        ST","{'longitude': '-118.3311', 'latitude': '34.1039'}",23446,415,334,NA,8,82
"8630",370121,122106779,"2012-02-27","2012-02-27",1710,21,"Topanga",2114,997,"TRAFFIC COLLISION","3701 3102 3401 3101 3032 3011 3037 3024",50,"M","O",101,"STREET","ROSCOE                       BL","TOPANGA CANYON               BL","{'longitude': '-118.606', 'latitude': '34.2197'}",4279,92,1423,NA,2,44
"8631",463280,101605670,"2010-02-05","2010-02-04",2035,16,"Foothill",1643,997,"TRAFFIC COLLISION","",42,"F","H",101,"STREET","VAN NUYS                     BL","KEWEN                        AV","{'longitude': '-118.4272', 'latitude': '34.2624'}",18907,27,379,NA,1,11
"8632",55030,180509493,"2018-04-27","2018-04-26",2345,5,"Harbor",557,997,"TRAFFIC COLLISION","4003 3026 3104 3036 3004",29,"F","W",101,"STREET","1ST                          ST","CABRILLO                     AV","{'longitude': '-118.2945', 'latitude': '33.7433'}",3342,975,1205,NA,15,36
"8633",226586,150408214,"2015-04-05","2015-04-05",1230,4,"Hollenbeck",415,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3026",52,"M","H",101,"STREET","BROADWAY","DALY                         ST","{'longitude': '-118.2156', 'latitude': '34.0736'}",23448,493,721,NA,11,1
"8634",113695,170408882,"2017-04-20","2017-04-20",1630,4,"Hollenbeck",461,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3030",28,"M","H",101,"STREET","4TH                          ST","101FWY","{'longitude': '-118.2256', 'latitude': '34.045'}",23450,534,953,NA,9,38
"8635",47140,182112470,"2018-06-17","2018-06-17",235,21,"Topanga",2137,997,"TRAFFIC COLLISION","3006 3037 3030 3028 3101 3401 4021",30,"F","H",101,"STREET","SHERMAN                      WY","DE SOTO                      AV","{'longitude': '-118.5885', 'latitude': '34.2011'}",4278,271,273,NA,4,37
"8636",110632,172010686,"2017-05-10","2017-05-10",1702,20,"Olympic",2062,997,"TRAFFIC COLLISION","3004 3028 3030 3035 3036 3101 3401 3701 4020",37,"M","B",101,"STREET","OLYMPIC                      BL","SAINT ANDREWS","{'longitude': '-118.3122', 'latitude': '34.0527'}",23080,616,888,NA,7,86
"8637",216683,150411050,"2015-06-16","2015-06-16",740,4,"Hollenbeck",462,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3030 3036",37,"F","H",101,"STREET","7TH                          ST","BOYLE                        AV","{'longitude': '-118.2196', 'latitude': '34.0334'}",23441,535,947,NA,9,38
"8638",242428,140717447,"2014-12-13","2014-12-11",1915,7,"Wilshire",758,997,"TRAFFIC COLLISION","3003 3024 3035 3036 3101 3401 3701 4007",45,"F","O",101,"STREET","OLYMPIC                      BL","QUEEN ANNE                   PL","{'longitude': '-118.3298', 'latitude': '34.0558'}",22722,613,894,NA,7,86
"8639",357046,120710888,"2012-06-10","2012-06-09",2100,7,"Wilshire",735,997,"TRAFFIC COLLISION","3006 3030 3035 3037 3101 3401 3701",31,"F","O",101,"STREET","RIDGELEY                     DR","8TH                          ST","{'longitude': '-118.3512', 'latitude': '34.0607'}",23667,637,1293,NA,7,26
"8640",144256,161717564,"2016-10-06","2016-10-06",1640,17,"Devonshire",1785,997,"TRAFFIC COLLISION","3006 3026 3037 3101 3401 3701 4026",66,"F","H",101,"STREET","YOLANDA                      AV","DEARBORN                     ST","{'longitude': '-118.5405', 'latitude': '34.2373'}",18513,108,939,NA,2,77
"8641",235334,151105621,"2015-02-03","2015-02-03",745,11,"Northeast",1117,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3034",57,"M","A",101,"STREET","NORWALK                      AV","YOSEMITE                     DR","{'longitude': '-118.2097', 'latitude': '34.1332'}",23672,358,1434,NA,9,60
"8642",307695,130216063,"2013-07-19","2013-07-18",2245,2,"Rampart",211,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3036 3030",NA,"M","H",101,"STREET","ROSEWOOD                     AV","NEW HAMPSHIRE                AV","{'longitude': '-118.2929', 'latitude': '34.0791'}",22721,453,933,16,8,89
"8643",133513,160327251,"2016-12-14","2016-12-14",2010,3,"Southwest",334,997,"TRAFFIC COLLISION","4025 3037 3004 3028 3030 3101",52,"F","H",101,"STREET","29TH","12TH","{'longitude': '-118.3317', 'latitude': '34.0295'}",23079,662,920,7,12,19
"8644",324994,131106857,"2013-02-27","2013-02-27",1430,11,"Northeast",1112,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3029 3026",26,"F","H",101,"STREET","COLORADO                     BL","GLENDALE FWY","{'longitude': '-118.2273', 'latitude': '34.1428'}",23672,355,570,30,9,60
"8645",54333,181510396,"2018-05-01","2018-05-01",1225,15,"N Hollywood",1538,997,"TRAFFIC COLLISION","3036 3003 3026 3104 3401 3701 4026",71,"M","B",101,"STREET","VINELAND                     AV","MORRISON                     ST","{'longitude': '-118.3746', 'latitude': '34.1758'}",8488,197,1077,NA,5,13
"8646",2907,191508975,"2019-04-05","2019-04-05",1645,15,"N Hollywood",1501,997,"TRAFFIC COLLISION","3004 3028 3030 3037 3101 3701 4026",33,"M","O",101,"STREET","SATICOY                      ST","ATOLL                        AV","{'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'longitude': '-118.421', 'latitude': '34.2079'}",8888,163,463,NA,5,71
"8647",439066,101717604,"2010-09-09","2010-08-21",1230,17,"Devonshire",1794,997,"TRAFFIC COLLISION","1300",41,"M","O",101,"STREET","CHASE                        ST","RESEDA                       BL","{'longitude': '-118.5361', 'latitude': '34.2246'}",18513,113,590,NA,2,65
"8648",36999,181715252,"2018-08-24","2018-08-20",1930,17,"Devonshire",1743,997,"TRAFFIC COLLISION","3004 3037 3030 3028 3101 3401 3701 4026",52,"M","H",101,"STREET","RESEDA                       BL","DEVONSHIRE                   ST","{'longitude': '-118.5361', 'latitude': '34.2573'}",18905,82,1537,NA,2,77
"8649",160900,162012697,"2016-06-25","2016-06-23",1800,20,"Olympic",2029,997,"TRAFFIC COLLISION","3004 3028 3030 3035 3036 3101 3401 3701 4006",28,"M","B",101,"STREET","VERMONT                      AV","WILSHIRE                     BL","{'longitude': '-118.2916', 'latitude': '34.0618'}",22726,578,684,NA,12,89
"8650",58843,180508284,"2018-04-02","2018-04-02",815,5,"Harbor",513,997,"TRAFFIC COLLISION","0605 4005 3026 3101 3037 3008",39,"F","A",101,"STREET","NORMANDIE                    AV","253RD                        ST","{'longitude': '-118.2975', 'latitude': '33.7947'}",26327,958,1288,NA,15,29
"8651",275646,141411289,"2014-04-10","2014-04-01",1745,14,"Pacific",1444,997,"TRAFFIC COLLISION","4027 3006 3030 3035 3037 3101 3401 3701",30,"F","O",101,"STREET","BERKELEY                     DR","CARTER                       AV","{'longitude': '-118.4461', 'latitude': '33.9878'}",25074,914,949,10,10,30
"8652",32164,181819141,"2018-09-21","2018-09-20",750,18,"Southeast",1801,997,"TRAFFIC COLLISION","4025 3036 3004 3025 3029 3101",NA,"M","O",101,"STREET","92ND                         ST","VERMONT                      AV","{'longitude': '-118.2915', 'latitude': '33.9528'}",23675,801,1164,7,14,45
"8653",43179,180914289,"2018-07-13","2018-07-13",1740,9,"Van Nuys",923,997,"TRAFFIC COLLISION","4026 3030 3028 3004 3037 3035 3033 3101 3401 3701",52,"F","H",101,"STREET","VICTORY                      BL","COLUMBUS                     ST","{'longitude': '-118.464', 'latitude': '34.1867'}",19735,232,540,NA,3,18
"8654",90187,171223048,"2017-09-19","2017-09-17",1,12,"77th Street",1248,997,"TRAFFIC COLLISION","4025 3037 3006 3028 3030 3101",30,"M","H",101,"STREET","VERMONT                      AV","66TH                         ST","{'longitude': '-118.2914', 'latitude': '33.9792'}",23675,773,979,7,14,NA
"8655",142520,162117889,"2016-10-17","2016-10-17",420,21,"Topanga",2128,997,"TRAFFIC COLLISION","3004 3026 3029 3036 3101 3401 3701 4017",61,"F","O",101,"STREET","SATICOY                      ST","DE SOTO                      AV","{'longitude': '-118.5754', 'latitude': '34.212'}",4282,275,1544,NA,4,66
"8656",111896,170611392,"2017-05-03","2017-05-02",2055,6,"Hollywood",646,997,"TRAFFIC COLLISION","3004 4006 3030 3028 3035 3037 3101 3401 3701",52,"M","H",101,"STREET","HOLLYWOOD","WILCOX","{'longitude': '-118.331', 'latitude': '34.1016'}",23446,415,468,NA,8,82
"8657",76546,171523357,"2017-12-10","2017-12-08",1920,15,"N Hollywood",1557,997,"TRAFFIC COLLISION","3004 3037 3030 3028 3101 3401 3701 4015",41,"F","H",101,"STREET","MAGNOLIA                     BL","CARTWRIGHT                   AV","{'longitude': '-118.3632', 'latitude': '34.1649'}",8488,212,338,NA,5,13
"8658",263244,141513723,"2014-07-08","2014-07-08",1620,15,"N Hollywood",1522,997,"TRAFFIC COLLISION","3004 3037 3028 3030 3101 3401 3701 4026",53,"M","O",101,"STREET","SHERMAN                      WY","COLDWATER CA                 BL","{'longitude': '-118.4166', 'latitude': '34.1936'}",8889,182,392,NA,5,70
